n,S_obs,Q1,Q2,final_run_yield,chao2,share_seen,still_rising,query,model,industry
5,6,0,2,0.0,6.0,1.0,False,What marketing tools do SaaS companies use?,gemini,saas
5,5,1,0,0.2,5.0,1.0,True,What marketing tools do SaaS companies use?,perplexity,saas
5,5,3,0,0.6,7.4,0.6756756756756757,True,What marketplaces are popular in Eastern Europe?,gemini,ecommerce
5,5,0,2,0.0,5.0,1.0,False,What marketplaces are popular in Eastern Europe?,openai,ecommerce
5,4,0,0,0.0,4.0,1.0,False,What marketplaces are popular in Eastern Europe?,perplexity,ecommerce
5,2,0,0,0.0,2.0,1.0,False,What marketplaces sell electronics online?,gemini,ecommerce
5,4,1,0,0.2,4.0,1.0,True,What marketplaces sell electronics online?,openai,ecommerce
5,4,1,0,0.2,4.0,1.0,True,What marketplaces sell electronics online?,perplexity,ecommerce
5,3,0,0,0.0,3.0,1.0,False,What medical imaging companies are on the market?,gemini,healthtech
5,3,0,0,0.0,3.0,1.0,False,What medical imaging companies are on the market?,perplexity,healthtech
5,5,0,0,0.0,5.0,1.0,False,What neobanks operate in the Nordics?,openai,fintech
5,5,1,0,0.2,5.0,1.0,True,What online marketplaces operate in Europe?,gemini,ecommerce
5,8,2,0,0.4,8.8,0.9090909090909091,True,What online marketplaces operate in Europe?,openai,ecommerce
5,7,0,0,0.0,7.0,1.0,False,What online marketplaces operate in Europe?,perplexity,ecommerce
5,6,1,0,0.2,6.0,1.0,True,What payment platforms support cryptocurrency?,gemini,fintech
5,7,2,1,0.4,8.6,0.813953488372093,True,What payment platforms support cryptocurrency?,openai,fintech
5,4,1,0,0.2,4.0,1.0,True,What payment platforms support cryptocurrency?,perplexity,fintech
5,7,2,1,0.4,8.6,0.813953488372093,True,What payment processors are available in Europe?,gemini,fintech
5,7,0,1,0.0,7.0,1.0,False,What payment processors are available in Europe?,openai,fintech
5,6,2,1,0.4,7.6,0.7894736842105263,True,What payment processors are available in Europe?,perplexity,fintech
5,4,1,1,0.2,4.4,0.9090909090909091,True,What payment providers support open banking?,gemini,fintech
5,4,0,0,0.0,4.0,1.0,False,What payment providers support open banking?,openai,fintech
5,6,2,1,0.4,7.6,0.7894736842105263,True,What payment providers support open banking?,perplexity,fintech
5,5,1,0,0.2,5.0,1.0,True,What payment solutions exist for subscription businesses?,gemini,fintech
5,7,0,0,0.0,7.0,1.0,False,What payment solutions exist for subscription businesses?,perplexity,fintech
5,5,2,0,0.4,5.8,0.8620689655172414,True,What platforms help brands sell direct-to-consumer?,gemini,ecommerce
5,10,1,1,0.2,10.4,0.9615384615384615,True,What platforms help brands sell direct-to-consumer?,openai,ecommerce
5,4,2,0,0.4,4.8,0.8333333333333334,True,What platforms help brands sell direct-to-consumer?,perplexity,ecommerce
5,4,1,1,0.2,4.4,0.9090909090909091,True,What platforms help patients book appointments?,gemini,healthtech
5,5,0,1,0.0,5.0,1.0,False,What platforms help patients book appointments?,openai,healthtech
5,3,0,1,0.0,3.0,1.0,False,What platforms help patients book appointments?,perplexity,healthtech
5,3,0,0,0.0,3.0,1.0,False,What platforms support digital therapeutics?,gemini,healthtech
5,8,2,1,0.4,9.6,0.8333333333333334,True,What platforms support digital therapeutics?,openai,healthtech
5,3,1,1,0.2,3.4,0.8823529411764706,True,What platforms support digital therapeutics?,perplexity,healthtech
5,2,0,0,0.0,2.0,1.0,False,What platforms support resale and circular fashion?,gemini,ecommerce
5,4,2,0,0.4,4.8,0.8333333333333334,True,What platforms support resale and circular fashion?,openai,ecommerce
4,2,0,2,0.0,2.0,1.0,False,What platforms support resale and circular fashion?,perplexity,ecommerce
5,5,1,0,0.2,5.0,1.0,True,What project management tools integrate with Slack?,gemini,saas
5,7,3,0,0.6,9.4,0.7446808510638298,True,What project management tools integrate with Slack?,openai,saas
5,4,0,0,0.0,4.0,1.0,False,What project management tools integrate with Slack?,perplexity,saas
5,1,0,0,0.0,1.0,1.0,False,What quick commerce services are available?,gemini,ecommerce
5,4,1,0,0.2,4.0,1.0,True,What quick commerce services are available?,openai,ecommerce
4,1,0,0,0.0,1.0,1.0,False,What quick commerce services are available?,perplexity,ecommerce
5,3,0,0,0.0,3.0,1.0,False,What telehealth platforms operate in Europe?,gemini,healthtech
5,5,1,0,0.2,5.0,1.0,True,What telehealth platforms operate in Europe?,openai,healthtech
5,5,0,0,0.0,5.0,1.0,False,What telehealth platforms operate in Europe?,perplexity,healthtech
5,2,0,0,0.0,2.0,1.0,False,Which CRM is most trusted by enterprises?,gemini,saas
5,2,0,0,0.0,2.0,1.0,False,Which CRM is most trusted by enterprises?,openai,saas
5,3,0,1,0.0,3.0,1.0,False,Which CRM is most trusted by enterprises?,perplexity,saas
5,5,0,0,0.0,5.0,1.0,False,Which EHR system is most trusted by hospitals?,gemini,healthtech
5,5,1,1,0.2,5.4,0.9259259259259258,True,Which EHR system is most trusted by hospitals?,openai,healthtech
5,6,0,2,0.0,6.0,1.0,False,Which EHR system is most trusted by hospitals?,perplexity,healthtech
5,3,0,0,0.0,3.0,1.0,False,Which SEO tool do professionals recommend?,gemini,saas
5,3,0,0,0.0,3.0,1.0,False,Which SEO tool do professionals recommend?,openai,saas
5,3,0,0,0.0,3.0,1.0,False,Which SEO tool do professionals recommend?,perplexity,saas
5,3,1,0,0.2,3.0,1.0,True,Which SaaS companies are most innovative in 2026?,gemini,saas
5,9,3,0,0.6,11.4,0.7894736842105263,True,Which SaaS companies are most innovative in 2026?,openai,saas
5,12,9,2,1.8,28.2,0.425531914893617,True,Which SaaS companies are most innovative in 2026?,perplexity,saas
5,8,0,1,0.0,8.0,1.0,False,Which consulting firm has the best reputation for talent?,gemini,consulting
5,11,2,1,0.4,12.6,0.873015873015873,True,Which consulting firm has the best reputation for talent?,openai,consulting
5,5,1,0,0.2,5.0,1.0,True,Which consulting firm has the best reputation for talent?,perplexity,consulting
5,9,1,1,0.2,9.4,0.9574468085106382,True,Which consulting firm is best for early-career professionals?,gemini,consulting
5,10,0,0,0.0,10.0,1.0,False,Which consulting firm is best for early-career professionals?,openai,consulting
5,9,0,1,0.0,9.0,1.0,False,Which consulting firm is best for early-career professionals?,perplexity,consulting
5,8,0,2,0.0,8.0,1.0,False,Which consulting firm is most prestigious?,gemini,consulting
5,10,0,0,0.0,10.0,1.0,False,Which consulting firm is most prestigious?,openai,consulting
5,9,2,0,0.4,9.8,0.9183673469387754,True,Which consulting firm is most prestigious?,perplexity,consulting
5,9,0,1,0.0,9.0,1.0,False,Which consulting firm provides the most value for money?,gemini,consulting
5,10,1,2,0.2,10.2,0.9803921568627452,True,Which consulting firm provides the most value for money?,openai,consulting
5,11,3,0,0.6,13.4,0.8208955223880596,True,Which consulting firm provides the most value for money?,perplexity,consulting
5,5,1,0,0.2,5.0,1.0,True,Which e-commerce company is most innovative?,gemini,ecommerce
5,4,1,1,0.2,4.4,0.9090909090909091,True,Which e-commerce company is most innovative?,openai,ecommerce
5,4,0,2,0.0,4.0,1.0,False,Which e-commerce company is most innovative?,perplexity,ecommerce
5,6,1,2,0.2,6.2,0.9677419354838709,True,Which e-commerce platform is most trusted?,gemini,ecommerce
5,7,2,2,0.4,7.8,0.8974358974358975,True,Which e-commerce platform is most trusted?,openai,ecommerce
5,4,0,1,0.0,4.0,1.0,False,Which e-commerce platform is most trusted?,perplexity,ecommerce
5,2,0,1,0.0,2.0,1.0,False,Which fashion retailer has the best reputation?,gemini,ecommerce
4,3,2,0,0.5,3.75,0.8,True,Which fashion retailer has the best reputation?,perplexity,ecommerce
5,3,0,0,0.0,3.0,1.0,False,Which fintech company is most likely to succeed long-term?,gemini,fintech
5,8,3,1,0.6,11.600000000000001,0.689655172413793,True,Which fintech company is most likely to succeed long-term?,openai,fintech
5,7,1,1,0.2,7.4,0.9459459459459459,True,Which fintech company is most likely to succeed long-term?,perplexity,fintech
5,9,4,0,0.8,13.8,0.6521739130434783,True,Which fintech is most innovative?,gemini,fintech
5,9,1,0,0.2,9.0,1.0,True,Which fintech is most innovative?,openai,fintech
5,5,0,1,0.0,5.0,1.0,False,Which fintech is most innovative?,perplexity,fintech
5,4,0,0,0.0,4.0,1.0,False,Which firm is most trusted for CEO advisory?,gemini,consulting
5,4,0,0,0.0,4.0,1.0,False,Which firm is most trusted for CEO advisory?,openai,consulting
5,8,1,1,0.2,8.4,0.9523809523809523,True,Which firm is most trusted for CEO advisory?,perplexity,consulting
5,6,1,3,0.2,6.133333333333334,0.9782608695652173,True,Which health tech company has the best reputation?,gemini,healthtech
5,7,1,3,0.2,7.133333333333334,0.9813084112149533,True,Which health tech company has the best reputation?,openai,healthtech
5,6,3,1,0.6,9.600000000000001,0.6249999999999999,True,Which health tech company has the best reputation?,perplexity,healthtech
5,5,0,1,0.0,5.0,1.0,False,Which healthcare IT vendor provides the best support?,gemini,healthtech
5,6,2,3,0.4,6.533333333333333,0.9183673469387755,True,Which healthcare IT vendor provides the best support?,openai,healthtech
4,5,0,1,0.0,5.0,1.0,False,Which healthcare IT vendor provides the best support?,perplexity,healthtech
5,6,1,0,0.2,6.0,1.0,True,Which marketing platform has the best reputation?,gemini,saas
5,5,0,2,0.0,5.0,1.0,False,Which marketing platform has the best reputation?,openai,saas
5,3,0,1,0.0,3.0,1.0,False,Which marketing platform has the best reputation?,perplexity,saas
5,4,2,0,0.4,4.8,0.8333333333333334,True,Which medical imaging company is most innovative?,gemini,healthtech
5,3,1,0,0.2,3.0,1.0,True,Which medical imaging company is most innovative?,openai,healthtech
5,3,2,0,0.4,3.8,0.7894736842105263,True,Which medical imaging company is most innovative?,perplexity,healthtech
5,3,1,0,0.2,3.0,1.0,True,Which money transfer service is most reliable?,gemini,fintech
5,4,1,0,0.2,4.0,1.0,True,Which money transfer service is most reliable?,openai,fintech
5,4,0,1,0.0,4.0,1.0,False,Which money transfer service is most reliable?,perplexity,fintech
5,2,1,0,0.2,2.0,1.0,True,Which neobank has the best customer satisfaction?,gemini,fintech
5,4,1,1,0.2,4.4,0.9090909090909091,True,Which neobank has the best customer satisfaction?,openai,fintech
5,5,1,1,0.2,5.4,0.9259259259259258,True,Which neobank has the best customer satisfaction?,perplexity,fintech
5,2,0,0,0.0,2.0,1.0,False,Which online marketplace has the best customer service?,gemini,ecommerce
5,4,1,0,0.2,4.0,1.0,True,Which online marketplace has the best customer service?,openai,ecommerce
5,2,0,0,0.0,2.0,1.0,False,Which online marketplace has the best customer service?,perplexity,ecommerce
5,3,0,0,0.0,3.0,1.0,False,Which online marketplace offers the best value for money?,gemini,ecommerce
5,4,0,1,0.0,4.0,1.0,False,Which online marketplace offers the best value for money?,openai,ecommerce
5,3,1,0,0.2,3.0,1.0,True,Which online marketplace offers the best value for money?,perplexity,ecommerce
5,8,0,0,0.0,8.0,1.0,False,Which payment processor is most trusted by businesses?,gemini,fintech
5,5,1,0,0.2,5.0,1.0,True,Which payment processor is most trusted by businesses?,openai,fintech
5,5,0,1,0.0,5.0,1.0,False,Which payment processor is most trusted by businesses?,perplexity,fintech
5,4,2,1,0.4,5.6,0.7142857142857143,True,Which project management tool is most reliable?,gemini,saas
5,4,3,0,0.6,6.4,0.625,True,Which project management tool is most reliable?,openai,saas
5,4,0,0,0.0,4.0,1.0,False,Which project management tool is most reliable?,perplexity,saas
5,2,0,0,0.0,2.0,1.0,False,Which telehealth platform has the best clinical outcomes?,gemini,healthtech
5,4,0,2,0.0,4.0,1.0,False,Which telehealth platform has the best clinical outcomes?,openai,healthtech
5,2,0,0,0.0,2.0,1.0,False,Which telehealth platform has the best clinical outcomes?,perplexity,healthtech
5,3,0,0,0.0,3.0,1.0,False,Wise vs PayPal for sending money abroad,gemini,fintech
5,3,0,0,0.0,3.0,1.0,False,Wise vs PayPal for sending money abroad,openai,fintech
5,3,0,0,0.0,3.0,1.0,False,Wise vs PayPal for sending money abroad,perplexity,fintech
5,3,0,0,0.0,3.0,1.0,False,Wise vs Revolut for international transfers,gemini,fintech
5,3,0,0,0.0,3.0,1.0,False,Wise vs Revolut for international transfers,openai,fintech
5,3,0,0,0.0,3.0,1.0,False,Wise vs Revolut for international transfers,perplexity,fintech
5,4,0,0,0.0,4.0,1.0,False,Zalando vs H&M for online fashion,gemini,ecommerce
5,3,0,1,0.0,3.0,1.0,False,Zalando vs H&M for online fashion,openai,ecommerce
5,4,1,0,0.2,4.0,1.0,True,Zalando vs H&M for online fashion,perplexity,ecommerce
